trial,state,value,n_estimators,learning_rate,subsample,colsample_bytree,reg_alpha,weight_multiplier,max_depth,min_child_weight,reg_lambda,gamma,mean_recall_at_10,mean_precision_at_10,mean_lift_at_10,mean_average_precision,mean_roc_auc,std_recall_at_10,seconds
28,COMPLETE,0.7545305244082003,500,0.035974946782601276,0.9494473535209283,0.8042396600798515,0.0,1.3009419574268257,5,4.283614592344548,1.9863659020938498,0.0,0.7545305244082003,0.5256410256410255,7.545305244082002,0.7253780582011166,0.9338022079976643,0.016722953979684277,19.82703730009962
29,COMPLETE,0.7606467323592706,200,0.07461750630440762,0.889192309766282,0.9357711610791614,0.0,1.4287718743080937,6,16.3830183304213,1.6327750720560175,0.0,0.7606467323592706,0.5299145299145299,7.606467323592706,0.7220442202565982,0.9349670604711681,0.02348527045558925,8.543596699950285
30,COMPLETE,0.7392116887529733,300,0.04238088394194858,0.7873346622211402,0.8750473268322673,0.0,0.9682865478768881,4,5.495014489455729,0.4668299862844795,0.0,0.7392116887529733,0.5149572649572649,7.392116887529731,0.708273347316316,0.9298075564795929,0.01644910287796076,8.777757299947552
31,COMPLETE,0.7545305244082003,400,0.11019631454735675,0.7959157707897395,0.7544681242660223,0.0,0.8993646015017182,5,5.950732565468212,0.3755594672273018,0.0,0.7545305244082003,0.5256410256410255,7.545305244082002,0.7158906226588931,0.9337407228418694,0.019795989212687642,9.911836000042967
32,COMPLETE,0.7668478876429946,700,0.03408075265335131,0.7433208760727265,0.7912602372281656,0.0,1.021326520824877,6,3.132003479319947,1.50920084938171,0.0,0.7668478876429946,0.5341880341880342,7.668478876429947,0.7222372683467975,0.9349312241963551,0.005365970590044024,26.845893600024283
33,COMPLETE,0.7177483293691244,200,0.024618190101122643,0.7965460102148454,0.807521016733855,0.0,1.2073231361015757,5,5.430104079719525,0.500835026790056,0.0,0.7177483293691244,0.5,7.177483293691243,0.6637671716843542,0.9241844573843374,0.00993105004724564,9.574601500062272
34,COMPLETE,0.7514724204326652,600,0.0668067880118587,0.8669867646053436,0.904068479659629,0.0,1.3329528051154098,7,8.263523780899012,1.3543299427046078,0.0,0.7514724204326652,0.5235042735042734,7.51472420432665,0.7211525913785118,0.9354545068354017,0.015997837967240417,18.083120099967346
35,COMPLETE,0.7391833729754218,400,0.07854603452576121,0.764618143922793,0.7010641116301816,0.0,0.9423356193054166,5,4.2777943515824415,0.7301712304027866,0.0,0.7391833729754218,0.5149572649572649,7.391833729754218,0.7121730488291163,0.9331854621061172,0.02383700796692291,11.096188700059429
36,COMPLETE,0.7208064333446597,100,0.05522108617870806,0.8767196744892354,0.7890713021327851,0.0,1.4162017460509715,5,7.156408870333832,1.6321325975270846,0.0,0.7208064333446597,0.5021367521367521,7.208064333446597,0.6631218330166315,0.9249393353525018,0.016507685469980337,4.780481799971312
37,COMPLETE,0.7575886283837354,800,0.022214308686478564,0.6620038279150239,0.7636845656273228,0.0,0.9444463032240039,6,2.7012383311742663,0.6431396715386289,0.0,0.7575886283837354,0.5277777777777777,7.575886283837353,0.7092668760701742,0.9346274337627536,0.018460540612017132,94.76193180005066
38,COMPLETE,0.7545588401857515,600,0.04609908857801596,0.7225816738039628,0.7826773000949904,0.0,0.6764149532575054,5,3.895999629432876,2.617576537839753,0.0,0.7545588401857515,0.5256410256410255,7.545588401857515,0.7207233400727374,0.9346186021004806,0.00977087182067719,21.2347723999992
39,COMPLETE,0.7545871559633027,1100,0.03867606428900723,0.7176938982280742,0.8114639048982546,0.0,1.146299822671001,4,2.979341452749086,0.9691611156331829,0.0,0.7545871559633027,0.5256410256410257,7.545871559633028,0.7194091272109927,0.9340498644597771,0.026417664439099407,30.070747300051153
